ReverseSorted Array For QuickSortRandomPivot
10000,6
20000,4
30000,6
40000,10
50000,5
60000,13
70000,15
80000,27
90000,10
Sorted Array For QuickSortRandomPivot
10000,0
20000,3
30000,2
40000,2
50000,2
60000,4
70000,5
80000,4
90000,5
RandomListArray QuickSortRandomPivot
10000,8
20000,19
30000,9
40000,10
50000,10
60000,14
70000,19
80000,20
90000,23
HalfSortedArray QuickSortRandomPivot
10000,1
20000,2
30000,3
40000,4
50000,6
60000,9
70000,10
80000,10
90000,13
DuplicateElementsArray QuickSortRandomPivot
10000,1
20000,2
30000,2
40000,4
50000,5
60000,6
70000,9
80000,8
90000,10
